ID,PATH,PIXEL-AREA,PIXEL-SIZE,Area in square nanometers
1,images/test-images/NbTiN-TiB-21_150C_0004.tif,625.5,8.268229,5171.7772395
2,images/test-images/NbTiN-TiB-21_150C_0004.tif,1091.5,8.268229,9024.7719535
3,images/test-images/NbTiN-TiB-21_150C_0004.tif,3512.0,8.268229,29038.020248
4,images/test-images/NbTiN-TiB-21_150C_0004.tif,3705.5,8.268229,30637.9225595
5,images/test-images/NbTiN-TiB-21_150C_0004.tif,3709.5,8.268229,30670.9954755
6,images/test-images/NbTiN-TiB-21_150C_0004.tif,4178.5,8.268229,34548.7948765
7,images/test-images/NbTiN-TiB-21_150C_0004.tif,4207.5,8.268229,34788.5735175
8,images/test-images/NbTiN-TiB-21_150C_0004.tif,4254.0,8.268229,35173.046166
9,images/test-images/NbTiN-TiB-21_150C_0004.tif,4520.0,8.268229,37372.39508
10,images/test-images/NbTiN-TiB-21_150C_0004.tif,4629.0,8.268229,38273.632041
11,images/test-images/NbTiN-TiB-21_150C_0004.tif,4641.5,8.268229,38376.9849035
12,images/test-images/NbTiN-TiB-21_150C_0004.tif,4722.0,8.268229,39042.577338
13,images/test-images/NbTiN-TiB-21_150C_0004.tif,5210.0,8.268229,43077.47309
14,images/test-images/NbTiN-TiB-21_150C_0004.tif,5351.5,8.268229,44247.4274935
15,images/test-images/NbTiN-TiB-21_150C_0004.tif,5674.5,8.268229,46918.0654605
16,images/test-images/NbTiN-TiB-21_150C_0004.tif,6081.5,8.268229,50283.2346635
17,images/test-images/NbTiN-TiB-21_150C_0004.tif,6903.0,8.268229,57075.584787
18,images/test-images/NbTiN-TiB-21_150C_0004.tif,7037.0,8.268229,58183.527473
19,images/test-images/NbTiN-TiB-21_150C_0004.tif,7499.0,8.268229,62003.449271
20,images/test-images/NbTiN-TiB-21_150C_0004.tif,7794.5,8.268229,64446.7109405
21,images/test-images/NbTiN-TiB-21_150C_0004.tif,8145.5,8.268229,67348.8593195
