ID,Path,Image Area,Pixel Size,Cntour Pixel Area,Area in square nm,Density
9|1,images/test-images/Si-TiB-21_150C_0002.tif,8400518462.666835,20.67057,18843.0,8051095.041505492,1.1904027167420084e-10
