Temperature,Path,Number of holes,Image Area,Pixel Size,Cntour Pixel Area,Area in square nm,Density
150C,images/input/SiC-TiP_Alu-14_150C_0010.bmp,1,75604690548.00003,62.01172,0,0.0,0.0
150C,images/input/SiC-TiP_Alu-14_150C_0009.bmp,3,8400518462.666835,20.67057,2693.5,1150858.3821204184,2.380805433484017e-10
150C,images/input/SiC-TiP_Alu-14_150C_0008.bmp,3,1344083279.146667,8.268229,12012.5,821217.8746922475,1.4880030359947354e-09
