ID,PATH,PIXEL-AREA,PIXEL-SIZE,Area in square nanometers
2-145,images/test-images/NbTiN-TiB-21_150C_0005.tif,741.5,20.67057,15327.227655
2-146,images/test-images/NbTiN-TiB-21_150C_0005.tif,743.5,20.67057,15368.568795000001
2-147,images/test-images/NbTiN-TiB-21_150C_0005.tif,746.0,20.67057,15420.24522
2-148,images/test-images/NbTiN-TiB-21_150C_0005.tif,748.0,20.67057,15461.586360000001
2-149,images/test-images/NbTiN-TiB-21_150C_0005.tif,751.0,20.67057,15523.598070000002
2-150,images/test-images/NbTiN-TiB-21_150C_0005.tif,751.5,20.67057,15533.933355000001
2-151,images/test-images/NbTiN-TiB-21_150C_0005.tif,754.5,20.67057,15595.945065000002
2-152,images/test-images/NbTiN-TiB-21_150C_0005.tif,756.5,20.67057,15637.286205
2-153,images/test-images/NbTiN-TiB-21_150C_0005.tif,759.0,20.67057,15688.962630000002
2-154,images/test-images/NbTiN-TiB-21_150C_0005.tif,759.0,20.67057,15688.962630000002
2-155,images/test-images/NbTiN-TiB-21_150C_0005.tif,759.0,20.67057,15688.962630000002
2-156,images/test-images/NbTiN-TiB-21_150C_0005.tif,759.5,20.67057,15699.297915000001
2-157,images/test-images/NbTiN-TiB-21_150C_0005.tif,761.5,20.67057,15740.639055000001
2-158,images/test-images/NbTiN-TiB-21_150C_0005.tif,766.0,20.67057,15833.656620000002
2-159,images/test-images/NbTiN-TiB-21_150C_0005.tif,766.5,20.67057,15843.991905
2-160,images/test-images/NbTiN-TiB-21_150C_0005.tif,767.5,20.67057,15864.662475000001
2-161,images/test-images/NbTiN-TiB-21_150C_0005.tif,769.0,20.67057,15895.66833
2-162,images/test-images/NbTiN-TiB-21_150C_0005.tif,776.0,20.67057,16040.362320000002
2-163,images/test-images/NbTiN-TiB-21_150C_0005.tif,776.5,20.67057,16050.697605000001
2-164,images/test-images/NbTiN-TiB-21_150C_0005.tif,776.5,20.67057,16050.697605000001
2-165,images/test-images/NbTiN-TiB-21_150C_0005.tif,777.5,20.67057,16071.368175000001
2-166,images/test-images/NbTiN-TiB-21_150C_0005.tif,778.5,20.67057,16092.038745000002
2-167,images/test-images/NbTiN-TiB-21_150C_0005.tif,779.0,20.67057,16102.37403
2-168,images/test-images/NbTiN-TiB-21_150C_0005.tif,782.0,20.67057,16164.385740000002
2-169,images/test-images/NbTiN-TiB-21_150C_0005.tif,782.5,20.67057,16174.721025
2-170,images/test-images/NbTiN-TiB-21_150C_0005.tif,783.5,20.67057,16195.391595000001
2-171,images/test-images/NbTiN-TiB-21_150C_0005.tif,792.0,20.67057,16371.091440000002
2-172,images/test-images/NbTiN-TiB-21_150C_0005.tif,792.0,20.67057,16371.091440000002
2-173,images/test-images/NbTiN-TiB-21_150C_0005.tif,792.5,20.67057,16381.426725000001
2-174,images/test-images/NbTiN-TiB-21_150C_0005.tif,792.5,20.67057,16381.426725000001
2-175,images/test-images/NbTiN-TiB-21_150C_0005.tif,793.5,20.67057,16402.097295
2-176,images/test-images/NbTiN-TiB-21_150C_0005.tif,800.0,20.67057,16536.456000000002
2-177,images/test-images/NbTiN-TiB-21_150C_0005.tif,803.5,20.67057,16608.802995000002
2-178,images/test-images/NbTiN-TiB-21_150C_0005.tif,805.0,20.67057,16639.80885
2-179,images/test-images/NbTiN-TiB-21_150C_0005.tif,805.5,20.67057,16650.144135000002
2-180,images/test-images/NbTiN-TiB-21_150C_0005.tif,808.0,20.67057,16701.82056
2-181,images/test-images/NbTiN-TiB-21_150C_0005.tif,808.5,20.67057,16712.155845
2-182,images/test-images/NbTiN-TiB-21_150C_0005.tif,816.0,20.67057,16867.185120000002
2-183,images/test-images/NbTiN-TiB-21_150C_0005.tif,823.0,20.67057,17011.87911
2-184,images/test-images/NbTiN-TiB-21_150C_0005.tif,823.5,20.67057,17022.214395000003
2-185,images/test-images/NbTiN-TiB-21_150C_0005.tif,829.5,20.67057,17146.237815
2-186,images/test-images/NbTiN-TiB-21_150C_0005.tif,830.0,20.67057,17156.5731
2-187,images/test-images/NbTiN-TiB-21_150C_0005.tif,831.0,20.67057,17177.24367
2-188,images/test-images/NbTiN-TiB-21_150C_0005.tif,836.5,20.67057,17290.931805
2-189,images/test-images/NbTiN-TiB-21_150C_0005.tif,843.0,20.67057,17425.290510000003
2-190,images/test-images/NbTiN-TiB-21_150C_0005.tif,845.5,20.67057,17476.966935
2-191,images/test-images/NbTiN-TiB-21_150C_0005.tif,847.5,20.67057,17518.308075
2-192,images/test-images/NbTiN-TiB-21_150C_0005.tif,848.0,20.67057,17528.643360000002
2-193,images/test-images/NbTiN-TiB-21_150C_0005.tif,852.0,20.67057,17611.325640000003
2-194,images/test-images/NbTiN-TiB-21_150C_0005.tif,853.0,20.67057,17631.99621
2-195,images/test-images/NbTiN-TiB-21_150C_0005.tif,857.5,20.67057,17725.013775
2-196,images/test-images/NbTiN-TiB-21_150C_0005.tif,859.0,20.67057,17756.019630000003
2-197,images/test-images/NbTiN-TiB-21_150C_0005.tif,862.0,20.67057,17818.03134
2-198,images/test-images/NbTiN-TiB-21_150C_0005.tif,863.0,20.67057,17838.70191
2-199,images/test-images/NbTiN-TiB-21_150C_0005.tif,864.5,20.67057,17869.707765000003
2-200,images/test-images/NbTiN-TiB-21_150C_0005.tif,865.5,20.67057,17890.378335
2-201,images/test-images/NbTiN-TiB-21_150C_0005.tif,868.5,20.67057,17952.390045
2-202,images/test-images/NbTiN-TiB-21_150C_0005.tif,873.0,20.67057,18045.407610000002
2-203,images/test-images/NbTiN-TiB-21_150C_0005.tif,873.0,20.67057,18045.407610000002
2-204,images/test-images/NbTiN-TiB-21_150C_0005.tif,874.5,20.67057,18076.413465
2-205,images/test-images/NbTiN-TiB-21_150C_0005.tif,875.5,20.67057,18097.084035
2-206,images/test-images/NbTiN-TiB-21_150C_0005.tif,877.0,20.67057,18128.089890000003
2-207,images/test-images/NbTiN-TiB-21_150C_0005.tif,883.0,20.67057,18252.11331
2-208,images/test-images/NbTiN-TiB-21_150C_0005.tif,883.0,20.67057,18252.11331
2-209,images/test-images/NbTiN-TiB-21_150C_0005.tif,887.0,20.67057,18334.79559
2-210,images/test-images/NbTiN-TiB-21_150C_0005.tif,887.5,20.67057,18345.130875000003
2-211,images/test-images/NbTiN-TiB-21_150C_0005.tif,887.5,20.67057,18345.130875000003
2-212,images/test-images/NbTiN-TiB-21_150C_0005.tif,893.0,20.67057,18458.819010000003
2-213,images/test-images/NbTiN-TiB-21_150C_0005.tif,894.0,20.67057,18479.48958
2-214,images/test-images/NbTiN-TiB-21_150C_0005.tif,903.5,20.67057,18675.859995000003
2-215,images/test-images/NbTiN-TiB-21_150C_0005.tif,908.0,20.67057,18768.87756
2-216,images/test-images/NbTiN-TiB-21_150C_0005.tif,912.0,20.67057,18851.55984
2-217,images/test-images/NbTiN-TiB-21_150C_0005.tif,913.0,20.67057,18872.23041
2-218,images/test-images/NbTiN-TiB-21_150C_0005.tif,917.0,20.67057,18954.91269
2-219,images/test-images/NbTiN-TiB-21_150C_0005.tif,917.0,20.67057,18954.91269
2-220,images/test-images/NbTiN-TiB-21_150C_0005.tif,920.5,20.67057,19027.259685
2-221,images/test-images/NbTiN-TiB-21_150C_0005.tif,923.5,20.67057,19089.271395
2-222,images/test-images/NbTiN-TiB-21_150C_0005.tif,924.0,20.67057,19099.60668
2-223,images/test-images/NbTiN-TiB-21_150C_0005.tif,926.5,20.67057,19151.283105000002
2-224,images/test-images/NbTiN-TiB-21_150C_0005.tif,937.5,20.67057,19378.659375000003
2-225,images/test-images/NbTiN-TiB-21_150C_0005.tif,939.0,20.67057,19409.665230000002
2-226,images/test-images/NbTiN-TiB-21_150C_0005.tif,940.0,20.67057,19430.3358
2-227,images/test-images/NbTiN-TiB-21_150C_0005.tif,941.5,20.67057,19461.341655
2-228,images/test-images/NbTiN-TiB-21_150C_0005.tif,943.0,20.67057,19492.34751
2-229,images/test-images/NbTiN-TiB-21_150C_0005.tif,946.5,20.67057,19564.694505000003
2-230,images/test-images/NbTiN-TiB-21_150C_0005.tif,949.5,20.67057,19626.706215000002
2-231,images/test-images/NbTiN-TiB-21_150C_0005.tif,955.5,20.67057,19750.729635
2-232,images/test-images/NbTiN-TiB-21_150C_0005.tif,956.5,20.67057,19771.400205
2-233,images/test-images/NbTiN-TiB-21_150C_0005.tif,957.0,20.67057,19781.735490000003
2-234,images/test-images/NbTiN-TiB-21_150C_0005.tif,960.5,20.67057,19854.082485000003
2-235,images/test-images/NbTiN-TiB-21_150C_0005.tif,961.0,20.67057,19864.41777
2-236,images/test-images/NbTiN-TiB-21_150C_0005.tif,964.5,20.67057,19936.764765
2-237,images/test-images/NbTiN-TiB-21_150C_0005.tif,969.5,20.67057,20040.117615000003
2-238,images/test-images/NbTiN-TiB-21_150C_0005.tif,970.0,20.67057,20050.4529
2-239,images/test-images/NbTiN-TiB-21_150C_0005.tif,971.5,20.67057,20081.458755
2-240,images/test-images/NbTiN-TiB-21_150C_0005.tif,977.5,20.67057,20205.482175
2-241,images/test-images/NbTiN-TiB-21_150C_0005.tif,981.5,20.67057,20288.164455000002
2-242,images/test-images/NbTiN-TiB-21_150C_0005.tif,981.5,20.67057,20288.164455000002
2-243,images/test-images/NbTiN-TiB-21_150C_0005.tif,982.0,20.67057,20298.499740000003
2-244,images/test-images/NbTiN-TiB-21_150C_0005.tif,989.0,20.67057,20443.193730000003
2-245,images/test-images/NbTiN-TiB-21_150C_0005.tif,992.0,20.67057,20505.20544
2-246,images/test-images/NbTiN-TiB-21_150C_0005.tif,992.0,20.67057,20505.20544
2-247,images/test-images/NbTiN-TiB-21_150C_0005.tif,992.0,20.67057,20505.20544
2-248,images/test-images/NbTiN-TiB-21_150C_0005.tif,995.0,20.67057,20567.21715
2-249,images/test-images/NbTiN-TiB-21_150C_0005.tif,996.0,20.67057,20587.887720000002
2-250,images/test-images/NbTiN-TiB-21_150C_0005.tif,997.0,20.67057,20608.55829
2-251,images/test-images/NbTiN-TiB-21_150C_0005.tif,997.5,20.67057,20618.893575000002
2-252,images/test-images/NbTiN-TiB-21_150C_0005.tif,998.0,20.67057,20629.228860000003
2-253,images/test-images/NbTiN-TiB-21_150C_0005.tif,999.0,20.67057,20649.89943
2-254,images/test-images/NbTiN-TiB-21_150C_0005.tif,1000.0,20.67057,20670.57
2-255,images/test-images/NbTiN-TiB-21_150C_0005.tif,1008.5,20.67057,20846.269845000003
2-256,images/test-images/NbTiN-TiB-21_150C_0005.tif,1011.0,20.67057,20897.94627
2-257,images/test-images/NbTiN-TiB-21_150C_0005.tif,1011.5,20.67057,20908.281555
2-258,images/test-images/NbTiN-TiB-21_150C_0005.tif,1013.5,20.67057,20949.622695000002
2-259,images/test-images/NbTiN-TiB-21_150C_0005.tif,1024.5,20.67057,21176.998965000002
2-260,images/test-images/NbTiN-TiB-21_150C_0005.tif,1025.0,20.67057,21187.33425
2-261,images/test-images/NbTiN-TiB-21_150C_0005.tif,1027.5,20.67057,21239.010675
2-262,images/test-images/NbTiN-TiB-21_150C_0005.tif,1027.5,20.67057,21239.010675
2-263,images/test-images/NbTiN-TiB-21_150C_0005.tif,1034.0,20.67057,21373.36938
2-264,images/test-images/NbTiN-TiB-21_150C_0005.tif,1037.5,20.67057,21445.716375
2-265,images/test-images/NbTiN-TiB-21_150C_0005.tif,1041.5,20.67057,21528.398655
2-266,images/test-images/NbTiN-TiB-21_150C_0005.tif,1043.0,20.67057,21559.40451
2-267,images/test-images/NbTiN-TiB-21_150C_0005.tif,1045.0,20.67057,21600.74565
2-268,images/test-images/NbTiN-TiB-21_150C_0005.tif,1046.5,20.67057,21631.751505
2-269,images/test-images/NbTiN-TiB-21_150C_0005.tif,1051.0,20.67057,21724.769070000002
2-270,images/test-images/NbTiN-TiB-21_150C_0005.tif,1053.0,20.67057,21766.110210000003
2-271,images/test-images/NbTiN-TiB-21_150C_0005.tif,1057.0,20.67057,21848.79249
2-272,images/test-images/NbTiN-TiB-21_150C_0005.tif,1081.0,20.67057,22344.88617
2-273,images/test-images/NbTiN-TiB-21_150C_0005.tif,1084.5,20.67057,22417.233165
2-274,images/test-images/NbTiN-TiB-21_150C_0005.tif,1105.0,20.67057,22840.979850000003
2-275,images/test-images/NbTiN-TiB-21_150C_0005.tif,1111.5,20.67057,22975.338555000002
2-276,images/test-images/NbTiN-TiB-21_150C_0005.tif,1117.5,20.67057,23099.361975
2-277,images/test-images/NbTiN-TiB-21_150C_0005.tif,1120.0,20.67057,23151.0384
2-278,images/test-images/NbTiN-TiB-21_150C_0005.tif,1120.0,20.67057,23151.0384
2-279,images/test-images/NbTiN-TiB-21_150C_0005.tif,1126.0,20.67057,23275.061820000003
2-280,images/test-images/NbTiN-TiB-21_150C_0005.tif,1126.5,20.67057,23285.397105
2-281,images/test-images/NbTiN-TiB-21_150C_0005.tif,1133.0,20.67057,23419.755810000002
2-282,images/test-images/NbTiN-TiB-21_150C_0005.tif,1138.5,20.67057,23533.443945000003
2-283,images/test-images/NbTiN-TiB-21_150C_0005.tif,1140.0,20.67057,23564.449800000002
2-284,images/test-images/NbTiN-TiB-21_150C_0005.tif,1142.5,20.67057,23616.126225
2-285,images/test-images/NbTiN-TiB-21_150C_0005.tif,1143.0,20.67057,23626.46151
2-286,images/test-images/NbTiN-TiB-21_150C_0005.tif,1158.0,20.67057,23936.520060000003
2-287,images/test-images/NbTiN-TiB-21_150C_0005.tif,1164.0,20.67057,24060.54348
2-288,images/test-images/NbTiN-TiB-21_150C_0005.tif,1164.5,20.67057,24070.878765
2-289,images/test-images/NbTiN-TiB-21_150C_0005.tif,1168.0,20.67057,24143.22576
2-290,images/test-images/NbTiN-TiB-21_150C_0005.tif,1168.5,20.67057,24153.561045000002
2-291,images/test-images/NbTiN-TiB-21_150C_0005.tif,1177.5,20.67057,24339.596175000002
2-292,images/test-images/NbTiN-TiB-21_150C_0005.tif,1194.5,20.67057,24690.995865
2-293,images/test-images/NbTiN-TiB-21_150C_0005.tif,1214.0,20.67057,25094.07198
2-294,images/test-images/NbTiN-TiB-21_150C_0005.tif,1214.5,20.67057,25104.407265
